# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[5008]~[7756]）
# 格式：[样本ID] 推理过程

[5008] 解析过程略
[5906] 由题意,双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)焦点在x轴上,焦点F(c,0)则|OF|=c,|OE|=a,所以|EF|=b,因为\overrightarrow{OE}=\frac{1}{2}(\overrightarrow{OF}+\overrightarrow{OP}),则E是PF的中点,OE为AFFP的中位线,则|PF|=2|EF|=2b,|PF|=2a,由双曲线的定理可知|PF|-|PF|=2a,则b=2a,所以双曲线的离心率为e=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a2}}=\sqrt{5}.睛】本题主要考查了双曲线的标准方程及其简单的几何性质的应用,其中解答中合理用题设条件,借助双曲线的定义和三角形的中位线,求得a,b的关系式是解答的关键,若重考查了数形结合思想,及转化思想的应用,属于中档试题.

[5908] 由双曲线的渐近线为3x\pm2y=0和经过点(2,-3\sqrt{2}),可以判断双曲线的焦点在y轴上,设该双曲线的标准方程为\frac{y^{2}}{a^{2}}-\frac{x^{2}}{k^{2}}=1(a>0,b>0)则\frac{a}{b}=\frac{3}{2},\frac{18}{a^{2}}-\frac{4}{b^{2}}=1,得a=3,所以该双曲线的实轴长为6

[5909] 由双曲线的方程可得实半轴长为a=8,虚半轴长为b=4,故c=\sqrt{80}=4\sqrt{5}因为点P与一个焦点的距离等于1,而a+c=8+4\sqrt{5}>1,故点P与该焦点同在x轴的上方或下方故点P与另一个焦点的距离为1+2a=17

[5910] 作出图形,利用椭圆的定义可求得|PF_{2}|,利用余弦定理可求得c的值,进而可求得b的值根据椭圆的定义:|PF_{2}|=2a-3=1,4c^{2}=|F_{1}F_{2}|^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}|\cdot|PF_{2}|\cos\frac{\pi}{3}=7\thereforec^{2}=\frac{7}{4},则b^{2}=a^{2}-c^{2}=4-\frac{7}{4}=\frac{9}{4},所以,b=\frac{3}{2}

[5911] 易知点F_{1}(0,c)、F_{2}(0,-c)、B_{1}(-b,0),\overrightarrow{F_{2}P}=(x,y+c),\overrightarrow{F_{1}B_{1}}=(-b,-由\overrightarrow{F_{2}P}=\frac{1}{2}\overrightarrow{F_{1}B_{1}}可得\begin{cases}x=-\frac{b}{2}\\y+c=-\frac{c}{2}\end{cases},可得\begin{cases}x=-\frac{b}{2}\\y=-\frac{3c}{2}\end{cases}即点P(-\frac{b}{2},-\frac{3c}{2}),

[5912] 由于椭圆的左、右焦点分别为F_{1},F_{2},上顶点为B,若BF_{2}=F_{1}F_{2}=2所以2c=2,解得c=1,a^{2}=4,故椭圆的方程为\frac{x^{2}}{4}+\frac{y^{2}}{3}=1

[5913] 易知点F(1,0),设点A(x_{1},y_{1})、B(x_{2},y_{2})若直线AB与x轴重合,则该直线与抛物线C只有一个公共点,不合乎题意.所以,直线AB与x轴不可能重合,设直线AB的方程为x=my+1,联立\begin{cases}x=my+1\\y2=4x\end{cases},消去x并整理得y^{2}-4my-4=0,4=16m^{2}+16>0,由韦达定理得y_{1}+y_{2}=4m,y_{1}y_{2}=-4,\overrightarrow{MA}=(x_{1}+1,y_{1}-1)=(my_{1}+2,y_{1}-1),同理\overrightarrow{MB}=(my_{2}+2,y_{2}-1)\becauseMA\botMB,则\overrightarrow{MA}\cdot\overrightarrow{MB}=(my_{1}+2)\cdotsmy_{2}+2)+(y_{1}-1)(y_{2}-1)=0.即(m^{2}+1)y_{1}y_{2}+(2m-1)(y_{1}+y_{2})+5=0,整理得4m^{2}-4m+1=0,解得m=\frac{1}{2}所以,|AB|=x_{1}+x_{2}+2=m(y_{1}+y_{2})+4=4m^{2}+4=5.

[5915] \because抛物线y^{2}=4x的焦点F(1,0),P到直线l_{2}的距离等于P到抛物线的焦点的距离\thereforeP到直线l_{1}和直线l_{2}的距离之和的最小值是F(1,0)到直线l_{1}的距离,即\frac{|4+11|}{5}=3.

[5916] 根据抛物线的定义,可得结果.根据抛物线定义,\frac{p}{2}=8-6=2,解得p=4故抛物线C的方程是x^{2}=8y.

[5917] 连接抛物线的焦点与圆心,由抛物线的定义知这两点连线的长度减去圆的半径即我所求的最小距离,\because抛物线的焦点是(1,0),圆心是(-3,3),\therefored_{1}+d_{2}的最小值是4

[5918] 利用已知条件PF_{1}\botPF_{2},点P到坐标原点O的距离为c,转化求解c的最小值即可.[详解]双曲线\frac{x2}{a^{2}}-\frac{y^{2}}{a+1}=1的两个焦点为F_{1},F_{2},点P在双曲线上,若PF_{1}\botPF_{2}则点P到坐标原点O的距离为c,所以c=\sqrt{a^{2}+a+1}=\sqrt{(a+\frac{1}{2})^{2}+\frac{3}{4}}\geqslant\frac{\sqrt{3}}{2},当且仅当a=-\frac{1}{2}时,取得最小值:\frac{\sqrt{3}}{2}

[5919] 设双曲线C的方程为\frac{x^{2}}{4}-\frac{y^{2}}{8}=\lambda(\lambda\neq0)将(2,4)代入可得1-2=-1=\lambda,所以双曲线C的方程为\frac{y2}{8}-\frac{x^{2}}{4}=1

[5920] 易知B(0,2)是抛物线N的焦点,AB=\sqrt{2},\trianglePAB周长为|PA|+|PB|+|AB|=|PA|+|PB|+\sqrt{2}结合抛物线定义可知|PA|+|PB|的最小值为点A(-1,3)到抛物线N的准线y=-2的距离,即3-(-2)=5,所以\trianglePAB周长的最小值为5+\sqrt{2}

[5921] 如图,设A在l_{2}上的射影为M,A在l_{1}上的射影为N.由抛物线的定义得AM=AF,所以d_{1}+d_{2}=AN+AF\therefore当A,F,N三点共线时,d_{1}+d_{2}取得最小值,此时最小值为F到直线l_{1}的距离\frac{|1+5|}{2}=3

[5922] 抛物线C:y^{2}=4x的焦点F(1,0),直线l:y=kx+m过抛物线的焦点,\thereforek+m=0过N做NN'\bot准线x=-1,垂足为N',由抛物线的定义,|NN'|=|NF由\angleNNM与直线l倾斜角相等,由3\overrightarrow{FM}=\overrightarrow{MN}则\cos\angleNNM=\frac{|NN'|}{|MN|}=\frac{1}{3},则\tan\angleNNM=\pm2\sqrt{2},因为k>0\therefore直线l的斜率k=2\sqrt{2},

[5923] 双曲线\frac{x^{2}}{m^{2}}-y^{2}=1(m>0)的离心率e=\frac{c}{a}=\frac{\sqrt{m^{2}+1}}{m}=2,\thereforem=\frac{\sqrt{3}}{3}即答案为\frac{\sqrt{3}}{3}.

[5924] 充分利^{^{2}}|得|AM|=|AN||F_{1}M|=|F_{1}E|,|F_{2}N|=|F_{2}E|,再结合双曲线的定义得F_{1}E|-|F_{2}E|=2a,从而可求得\triangleAF_{1}F_{2}的内心的横坐标a,即有CD\botx轴,在\triangleCEF_{2},\triangleDEF_{2}中,运用解直角三角形知识,及正切函数的定义和二倍角公式化简即可得到直线的斜率羊解】记\triangleAF_{1}F_{2}的内切圆圆心为C,易见C、E横坐标相等,则|AM|=|AN|,|F_{1}M|=|F_{1}E||F_{2}N|=|F_{2}E|,由|AF_{1}|-|AF_{2}|=2a,即|AM|+|MF_{1}|-(|AN|+|NF_{2}|)=2a,得|MF_{1}|-|NF_{2}|=2a,即|F_{1}E|-|F_{2}E|=2a,记C的横坐标为x_{0},则E(x_{0},0)于是x_{0}+c-(c-x_{0})=2a,得x_{0}=a_{1}同样内心D的横坐标也为a,则有CD\botx轴.设直线的倾斜角为\theta,则\angleOF_{2}D=\frac{\theta}{2},\angleCF_{2}O=90^{\circ}-\frac{\theta}{2}在\triangleCEF_{2}中,\tan\angleCF_{2}O=\tan(90^{\circ}-\frac{\theta}{2})=\frac{r_{1}}{|EF|}在\triangleDEF_{2}中,\tan\angleDF_{2}O=\tan\frac{\theta}{2}=\frac{r_{2}}{|EF|},由r_{1}=2r_{2},可得2\tan\frac{\theta}{2}=\tan(90^{\circ}-\frac{\theta}{2})=\cot\frac{\theta}{2}解得\tan\frac{\theta}{2}=\frac{\sqrt{2}}{2},则直线的斜率为\tan\theta=\frac{2\tan\frac{\theta}{2}}{1-\tan^{2}\frac{\theta}{2}}=\frac{\sqrt{2}}{1-\frac{1}{2}}=2\sqrt{2}由对称性可得直线l的斜率为\pm2\sqrt{2}

[5925] 当焦点在x轴上时,设椭圆方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a_{1}>b_{1}>0),由椭圆过点P(3,0),知又a_{1}=3b_{1},解得b_{1}^{2}=1,a_{1}^{2}=9,故椭圆的标准方程为\frac{x^{2}}{9}+y^{2}=1;当焦点在y轴上时,设椭圆方程为\frac{y^{2}}{a^{2}}+\frac{x^{2}}{b^{2}}=1(a_{2}>b_{2}>0),由椭圆过点P(3,0),知\frac{0}{a_{2}^{2}}+\frac{4}{l}\frac{9}{2}=1又a_{2}=3b_{2},解得a_{2}^{2}=81,b_{2}^{2}=9,故椭圆的标准方程为\frac{y^{2}}{81}+\frac{x^{2}}{9}=1综上,椭圆的标准方程为\frac{y^{2}}{81}+\frac{x^{2}}{0}=1或\frac{x^{2}}{9}+y^{2}=1.青】本题考查椭圆的标准方程的求解,解题的关键就是求出a,b,c,同时也要注意椭圆焦点的位置,考查运管求解能力,保于其础题

[5926] 根据所给条件,过点A,B分别作x轴的垂线,垂足分别为D,M,设A(x_{1},y_{1},由F(\frac{p}{2},0)且\angleAFO=\frac{\pi}{3},结合抛物线焦半径公式可得|DF|=\frac{p}{2}-x_{1}=\frac{|AF|}{2}=\frac{x_{1}+\frac{p}{2}}{2},从而求得|AF|=\frac{2p}{3},|BF|=2p,再解\triangleABF即可得解.如图,过点A,B分别作x轴的垂线,垂足分别为D,M设A(x_{1},y_{1}),由F(\frac{p}{2},0)且\angleAFO=\frac{\pi}{3}所以|DF|=\frac{|AF|}{2}\frac{p}{2}-x_{1}|AF|=\frac{x_{1}+\frac{p}{2}}{2}所以x_{1}=\frac{p}{6},所以|AF|=\frac{p}{6}同理|BF|=2p,故在\triangleABF\cos\angleAFB=\frac{|AF|^{2}+|BF|^{2}-|AB|^{2}}{2|AF|\cdot|BF|}=\frac{\frac{4}{9}p^{2}+4p^{2}-28}{2\times\frac{2}{3}p\times2p}=\cos\frac{\pi}{3}=\frac{1}{2}解得p=3,所以x_{1}=\frac{1}{2},y_{1}=\sqrt{3},所以A(\frac{1}{2},\sqrt{3}),

[5927] 分析:把双曲线方程化为标准方程,求出焦点坐标及一条渐近线方程,利用点到直线的距离公式即可得到结论.详双曲线C:x^{2}-my^{2}=3m(m>0)可化为\frac{x2}{3m}-\frac{y^{2}}{3}=1,\therefore一个焦点为(\sqrt{3m+3},0),一条渐近线方程为x+\sqrt{m}y=0\therefore点F到C的一条渐近线的距离为\frac{\sqrt{3m+3}}{\sqrt{1+m}}=\sqrt{3}

[5928] 由题意知:直线l的斜率不为0,所以设直线l的方程为x=my+t(t\neq0)由\begin{cases}x=my+t\\y2=x\end{cases},消x得y^{2}-my-t=0,设A(x_{1},y_{1}),B(x_{2},y_{2}),则y_{1}+y_{2}=m,y_{1}y_{2}=-t,A=m^{2}+4t>0,因为线段AB的中点在直线y=1上,所以y_{1}+y_{2}=2,即m=2.因为\overrightarrow{OA}\cdot\overrightarrow{OB}=0,所以x_{1}x_{2}+y_{1}y_{2}=y_{1}y_{2}+(my_{1}+t)(my_{2}+t)=y_{1}y_{2}+m^{2}y_{1}y_{2}+mt(y_{1}+y_{2})+t^{2}=y_{1}y_{2}+4y_{1}y_{2}+2t\times2+t^{2}=t^{2}-t=0,解得t=1或t=0(舍)所以y_{1}+y_{2}=2,y_{1}y_{2}=-1,直线l的方程为x=2y+1,所以|AB|=\sqrt{1+2^{2}}\sqrt{(y_{1}+y_{2})^{2}-4y_{1}y_{2}}=2\sqrt{10}原点O到直线l的距离为d=\frac{|0-0-1|}{\sqrt{5}}=\frac{\sqrt{5}}{5}所以\triangleAOB的面积为\frac{1}{2}\times|AB|\timesd=\frac{1}{2}\times2\sqrt{10}\times\frac{\sqrt{5}}{5}=\sqrt{2}

[5929] 设右焦点为F,AB中点为M,AB\leqslantAF+BF=e(x_{A}-\frac{a^{2}}{c}+x_{B}-\frac{a^{2}}{c})=e(2x_{M}-\frac{2a^{2}}{c})=\frac{3}{2}(2\times4-\frac{2\times4}{3})=8

[5931] 如图所示,设右焦点为F,A,M在椭圆上,则有|FA|+|FA|=2a,|FM|+|FM|=2a,故|FA|+|FM|+|FA|+|FM|=4a又\triangleFAM的周长为4a,\therefore|AM|=|FA|+|FM|即A、F、M三点共线,又直线l的倾斜角为60^{\circ},\therefore直线l的斜率为\sqrt{3},而A(0,-\sqrt{3}),F(c,0),即\frac{-\sqrt{3}-0}{0-c}=\sqrt{3},则c=1.从而a=2,则椭圆方程为\frac{x^{2}}{4}+\frac{y^{2}}{3}=1.联立\begin{cases}的方程为y=\sqrt{3}x-\sqrt{3}.\\y=\sqrt{3}x-\sqrt{3}\end{cases},解得A(0,-\sqrt{3}),M(\frac{8}{5},\frac{3\sqrt{3}}{5})\therefores_{\DeltaFAM}=\frac{1}{2}\times2\times(\frac{3\sqrt{3}}{5}+\sqrt{3})=\frac{8\sqrt{3}}{5}

[5932] 由抛物线的定义可知:|AB|=|AF|+|BF|=|AA|+1+|BB|+1=|AA|+|BB|+2=\frac{3}{2}(|AA|+|BB|)\therefore|AA|+|BB|=4,\therefore|AB|=6.设直线l的倾斜角为\alpha,则|AB|=\frac{4}{\sin^{2}\alpha}=6,\therefore\sin^{2}a=\frac{2}{3}.\tan\alpha=\pm\sqrt{2}即直线/的斜率为\pm\sqrt{2}

[5933] 由B:x^{2}+y^{2}+2\sqrt{5}x-31=0可得(x+\sqrt{5})^{2}+y2=36\therefore圆心B(-\sqrt{5},0),半径r=6,\because动圆P与定圆B:x^{2}+y2+2\sqrt{5}x-31=0内切,且过A(\sqrt{5},0),\therefore|PA|+|PB|=6.\therefore动圆圆心P的轨迹E是以B、A为焦点,长轴长为6的椭圆设椭圆方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)则2a=6,a=3,c=\sqrt{5},\thereforeb^{2}=a^{2}-c^{2}=4.\therefore椭圆的方程为\frac{x^{2}}{9}+\frac{y^{2}}{4}=1.

[5937] \because椭圆方程为\frac{x^{2}}{8}+\frac{y^{2}}{m^{2}}=1,焦点在x轴上,\thereforec=\sqrt{8-m^{2}},\therefore该椭圆方程的焦距为2\sqrt{8-m^{2}}

[5938] 由题意可得\begin{cases}e=\frac{c}{a}=2,\\c=\sqrt{5-1}=2,\end{cases},则a^{2}=1,b^{2}=4-1=3,故双曲线C的方程为x^{2}-\frac{y^{2}}{3}=1,其渐近线方程为\sqrt{3}\pmy=0,设点P(x_{0},y_{0}),|PA|=m,|PB|=n,则_{m}=\frac{|\sqrt{3}x_{0}+y_{0}|}{2}2=\frac{|\sqrt{3}x_{0}-y_{0}}{2}x_{0}-y_{0}^{2}|.因为点P在双曲线C上,所以x^{2}-\frac{y_{0}^{2}}{0}=1,则mn=\frac{3}{4}.因为渐近线\sqrt{3}x-y=0以\angleAOB=\frac{2\pi}{3},故\angleAPB=\frac{\pi}{3},在\triangleAPB中,由余弦定理可得|AB|^{2}=m^{2}+n^{2}-2mn\cos\frac{\pi}{3}=m^{2}+n^{2}-mn\geqslantmn=\frac{3}{4},当且仅当m=n等号成立,则AB\geqslant\frac{\sqrt{3}}{2}即|AB|的最小值为\frac{\sqrt{3}}{3}

[5941] 依题意抛物线的准线方程为y=-\frac{p}{2},根据抛物线的定义,M到焦点的距离等于到准线的距离,故点M的纵坐标是a-\frac{p}{2}.青】本小题主要考查抛物线的定义,考查抛物线上点的坐标的求法,属于基础题

[5942] 由条件可知\begin{cases}7-m>0\\7-m\neq4\end{cases},解得:m<7且m\neq3,所以实数m的取值范围是(-\infty,3)\cup(3,7)

[5943] 因为C上存在点P使得PF_{1}\botPF_{2},所以\angleF_{1}PF_{2}\geqslant90^{\circ},椭圆中,c_{椭}^{2}\geqslantb^{2}=4\Rightarrowa^{2}=4+c_{椭}^{2}\geqslant8因此,e_{双}^{2}=\frac{a^{2}+8}{a^{2}}=1+\frac{8}{a^{2}}\leqslant2\Rightarrowe_{双}\in(1,\sqrt{2}]

[5944] 先利用余弦定理和基本不等式判断|PF_{1}|=|PF_{2}|=a时\angleF_{1}PF_{2}取最大值,余弦值最小为\frac{2b^{2}}{a^{2}}-1=\frac{1}{3},解得\frac{b^{2}}{a^{2}}=\frac{2}{3},再利用e=\sqrt{1-\frac{b^{2}}{a^{2}}}计算离心率即可.羊解]依题意|PF_{1}|+|PF_{2}|=2a,|F_{1}F_{2}|=2c,a^{2}=b^{2}+c^{2},当\angleF_{1}PF_{2}取最大值时,即\cos\angleF_{1}PF_{2}最小,即\cos\angleF_{1}PF_{2}的最小值为\frac{1}{3}而_{\cos\angleF_{1}PF_{2}}=\frac{|PF_{1}|^{2}+|}{2|PI}\frac{DF_{2}|^{2}-|F_{1}F_{2}|^{2}}{1+|PF_{2}|}=\frac{(|PF_{1}|+|PF_{2}|)^{2}-2|PF_{1}|\cdot|PF_{2}|-4c^{2}}{2|PF_{1}|\cdot|PF_{2}|}=\frac{4a^{2}-2|PF_{1}|}{2|PF_{1}|}.\frac{1+\cdot|PF_{2}|-4}{|\cdot|PF_{2}|}而|PF_{1}|\cdot|PF_{2}|\leqslant\frac{(|PF_{1}|+|PF_{2}|)^{2}}{4}=a^{2},当且仅当|PF_{1}|=|PF_{2}|=a时等号成立故_{\cos\angleF_{1}PF_{2}\geqslant\frac{2b^{2}}{a2}}-1^{4}当且仅当|PF_{1}|=|PF_{2}|=a时等号成立所以\cos\angleF_{1}PF_{2}的最小值为\frac{2b^{2}}{a^{2}}-1=\frac{1}{3},即\frac{b^{2}}{a^{2}}=\frac{2}{3}故e=\frac{c}{a}=\sqrt{\frac{a2-b^{2}}{a^{2}}}=\sqrt{1-\frac{b^{2}}{a^{2}}}=\sqrt{1-\frac{2}{3}}=\frac{\sqrt{3}}{3}.

[5945] 焦点在x轴上的椭圆x^{2}+\frac{y^{2}}{m}=1的焦距为\sqrt{3},所以a=1,b=\sqrt{m},c=\frac{\sqrt{3}}{2}因为a^{2}=b^{2}+c^{2},所以_{1}^{2}=\sqrt{m}^{2}+(\frac{\sqrt{3}}{2})^{2},解得m=\frac{1}{4}

[5946] 设A(x_{1},y_{1}),B(x_{2},y_{2}),利用焦半径的公式代入|AF|=2|BF|,并与抛物线方程联立,求得点A,B的坐标,再代入斜率公式求得m的值.设A(x_{1},y_{1}),B(x_{2},y_{2}),直线l过抛物线C的焦点F(\frac{1}{2},0)\because|AF|=2|BF|,\therefore\overrightarrow{AF}=2\overrightarrow{FB},所以x_{1}-\frac{1}{2}=2(\frac{1}{2}-x_{2}),,=-2y_{2}\thereforex_{1}=\frac{3}{2}-2x_{2}'由y_{1}^{2}=2x_{1},y_{2}^{2}=2x_{2}得\begin{cases}4y_{2}^{2}=3-4x\\y_{2}^{2}=2x_{2}\end{cases}\thereforex_{2}=\frac{1}{4},y_{2}^{2}=\frac{1}{2},y_{2}=-\frac{\sqrt{2}}{2},\therefore_{2m}=\frac{0+\frac{\sqrt{2}}{2}}{\frac{1}{2}-\frac{1}{4}}=2\sqrt{2}'m=\sqrt{2}

[5947] 由已知得p=4,所以抛物线C的方程为y^{2}=8x,准线l:x=-2设P(x,y)(x>0,y>0),在Rt\trianglePMH中,\frac{|PM|}{|PH|}=\frac{\sqrt{(x+2)^{2}+(y+3)^{2}}}{x+2}=\sqrt{1+(\frac{y+3}{x+2})^{2}}\frac{1+(y+3)^{2}}{\frac{y^{2}+2}{8}+\frac{1}{2}}{^{2}}所以|PF|=|1+|\frac{(--3)^{2}+2}{由基本不等式可得+\frac{25}{1}-6\geqslant2\sqrt{x}x^{2}5}-6=4(当且仅当t=5时等号成立所以\frac{|\frac{PM}{1+2}}{|PFF|}

[5948] y^{2}=8x的焦点为(2,0)\therefore\sqrt{m}=2\thereforem=4\therefore渐近线为y=\pm\frac{1}{2}x

[5951] 双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{3}=1的渐近线为y=\pm\frac{\sqrt{3}}{a}x'由于双曲线的一条渐近线为\sqrt{3}x+y=0\Rightarrowy=-\sqrt{3}x.故\frac{\sqrt{3}}{|a|}=\sqrt{3}\Rightarrowa=\pm1c^{2}=a^{2}+b^{2}=1+3=4\Rightarrowc=2C的焦距为2c=4.

[5952] 根据椭圆标准方程的要求求解即可.4+k>0\begin{cases}4+k>0\\2-k>0\\k+4+2\end{cases}(k+4\neq2-k,\begin{cases}k>-4\\k<2\\k\neq-1\end{cases},即k\in(-4,-1)\cup(-1,2)

[5953] 双曲线的两准线的距离为:2\frac{a^{2}}{c},两焦点间的距离为:2c,根据题意可由:\frac{2a^{2}}{c}=\frac{3}{5}\times2c化简为:5a^{2}=3c2解得:e=\frac{\sqrt{15}}{2},所以答案为:\frac{\sqrt{15}}{2}

[5957] 不妨设椭圆P(0,b),A(x_{0},y_{0}),则B点坐标为(x_{0}-,y_{0}),则\frac{y_{0}-b}{x_{0}}\times\frac{y_{0}-b}{x_{0}}=\frac{1}{4},由于\frac{x_{0}^{2}}{a^{2}}+\frac{y_{0}^{2}}{b^{2}}=1,则-\frac{b^{2}}{a^{2}}=-\frac{1}{4},则\frac{b}{a}=\frac{1}{2}不妨设M(a,0),直线QM方程为bx-ay-ab=0,则P到直线QM的距离为d=\frac{|2ab|}{\sqrt{a^{2}+b^{2}}}=\frac{2\frac{b}{a}}{\sqrt{1+(\frac{b}{a})^{2}}}=\frac{2\sqrt{5}}{5}

[5958] 利用抛物线的定义直接求解即可.设抛物线的焦点为F,则由抛物线的定义可得|AB|=|AF|+|BF|=x_{1}+\frac{p}{2}+x_{2}+\frac{p}{2}=x_{1}+x_{2}+p=3p+p=4p

[5959] 设A(x_{1},y_{1}),B(x_{2},y_{2}),\frac{x_{1}2}{a^{2}}+\frac{y_{1}^{2}}{b^{2}}=1\textcircled{1},\frac{x_{2}2}{a^{2}}+\frac{y_{2}}{b^{2}}=1\textcircled{2}\becauseM是线段AB的中点,\therefore\frac{x_{1}+x_{2}}{a^{2}+(-\frac{1}{2})\cdot\frac{2}{b^{2}}=0},\textcircled{1}\textcircled{2}两式相减可得\frac{x_{1}2-x_{2}}{a^{2}}+\frac{y_{2}-y_{2}}{b^{2}}=0\thereforea=2b,\thereforee=\frac{c}{a}=\frac{\sqrt{3}}{2}

[5961] 抛物线x^{2}=8y的焦点为F(0,2),所以在双曲线中,c=2,e=\frac{c}{a}=\frac{2}{a}=2,\thereforea=1,b^{2}=c^{2}-a^{2}=3,所以所求双曲线方程为:y^{2}-\frac{x^{2}}{3}=1

[5962] 设A(x_{1},y_{1}),B(x_{2},y_{2}),AB中点为N分析可得以AB为直径的圆与C的准线相切.再利用点差法求点M的纵坐标即可求得p的值.设A(x_{1},y_{1}),B(x_{2},y_{2}),AB中点为N(\frac{x_{1}+x_{2}}{2},\frac{y_{1}+y_{2}}{2}),则AB=x_{1}+x_{2}+p,故半径为\frac{x_{1}+x_{2}+p}{2}又中点N(\frac{x_{1}+x_{2}}{2},\frac{y_{1}+y_{2}}{2})到准线x=-\frac{p}{2}的距离为\frac{x_{1}+x_{2}+p}{2}.故以AB为直径的圆与C的准线相切,且M(-\frac{p}{2},\frac{y_{1}+y_{2}^{2}}{2})为切点.故\frac{y_{1}+y_{2}}{2}=2,即y_{1}+y_{2}=4又\begin{cases}y_{1}=2px_{1}\\y_{2}=2px_{2}\end{cases}\Rightarrowy_{1}^{2}-y_{2}^{2}=2p(x_{1}-x_{2})\Rightarrow\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=\frac{2p}{y_{1}+y_{2}},又直线斜率为2,y_{1}_{+y_{2}}=4,故2=\frac{2p}{4}\Rightarrowp=4.数答客本题干要:了点差法求解弦中点的问题,同时也考查了佳点弦与准线的性质,属于中等题型

[5965] 分析】根据两点之间的距离公式以及|MO|=|MF|,可得p^{2}-4py_{0}=0,然后根据点M(2,y_{0})在抛物线上,可得2^{2}=2py_{0},联立方程,可得p.由题可知:\sqrt{(2-0)^{2}+(y_{0}-0)^{2}}=\sqrt{(2-0)^{2}+(y_{0}-}\frac{P}{2})^{2}2-4py_{0}=0又\because2^{2}=2py_{0},p>0,\thereforep^{2}-4p\times\frac{2}{p}=0,\thereforep=-2\sqrt{2}(舍)或p=2\sqrt{2}

[5967] 设|AF|=m,|BF|=n,则\frac{1}{m}+\frac{1}{n}=\frac{2}{p},又|AB|=\frac{25}{12},所以m+n=\frac{25}{12},mn=\frac{25}{24}则m=\frac{5}{6},n=\frac{5}{4}【考点定位】本题主要考查了抛物线的简单性质及抛物线与直线的关系,当遇到抛物线焦点弦问题时,常根据焦点设出直线方程与抛物线方程联立,把韦达定理和抛物线定义相结合解决问题,属于难题

[5968] 抛物线y^{2}=12x的焦点F(3,0)\because双曲线\frac{x^{2}}{4}-\frac{y^{2}}{b^{2}}=1的右焦点与抛物线y^{2}=12x的焦点重合\therefore4+b^{2}=c^{2}=9,解得b=\sqrt{5},所以2b=2\sqrt{5}

[5970] 椭圆\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1的左、右焦点分别为F_{1}F_{2},上顶点为D,且\angleF_{1}DF_{2}=120^{\circ}所以,\angleF_{1}DO=60^{\circ},由椭圆的几何性质可知|DF_{1}|=a,|OF_{1}|=c,椭圆的离心率为e=\frac{c}{a}=\sin60^{\circ}=\frac{\sqrt{3}}{2}设点A(x_{1},y_{1})、B(x_{2},y_{2}),则0<x_{1}<a_{1}0<x_{2}<a_{2}=|ex_{1}-a|=a-ex_{1}=2,同理可得|BF_{2}|=a-ex_{2}=4,所以,|BF_{2}|-|AF_{2}|=e(x_{1}-x_{2})=\frac{\sqrt{3}}{2}(x_{1}-x_{2})=2'解得x_{1}-,x_{2}=.4\sqrt{3},设直线AB的斜率为k,由弦长公式可得|AB|=\sqrt{1+k^{2}}|x_{1}-x_{2}|=\frac{4\sqrt{3}}{3}\sqrt{1+k^{2}}=3解得k=\pm\frac{\sqrt{11}}{4}.因为点A、B都在第一象限,则k<0,故_{k}=-\frac{\sqrt{11}}{4}.

[5973] 因为点(a,b)在直线y=2x上,则有b=2a,即\frac{b}{a}=2,则离心率为\frac{c}{a}=\sqrt{1+(\frac{b}{a})^{2}}=\sqrt{5}

[5974] 抛物线y^{2}=ax的准线方程是x=-\frac{a}{4},所以-\frac{a}{4}=-1,解得a=4.

[5976] 设点A为第一象限内的点,设点A(x_{1},y_{1})、B(x_{2},y_{2}),利用抛物线的定义可求得点A的坐标,可得出直线AB的方程,将直线AB的方程与抛物线的方程联立,列出韦达定理,求出|y_{1}-y_{2}|的值由此可求得\triangleOAB的面积.设点A为第一象限内的点,设点A(x_{1},y_{1})、B(x_{2},y_{2})抛物线y^{2}=4x的准线方程为x=-1,由抛物线的定义可得|AF|=x_{1}+1=10,解得x_{1}=9由于点A为第一象限内的点,则y_{1}>0,可得y_{1}=\sqrt{4x_{1}}=6,即点A(9,6),直线AF的斜率为k_{AF}=\frac{6}{9-1}=\frac{3}{4},所以,直线AB的方程为y=\frac{3}{4}(x-1),即x=\frac{4}{3}y+1.联立\begin{cases}x=\frac{4}{3}y+1\\y2=4x\end{cases},消去x并整理可得y^{2}-\frac{16}{3}y-4=0,由韦达定理可得y_{1}+y_{2}=\frac{16}{3},\thereforey_{2}=\frac{16}{3}-y_{1}=\frac{16}{3}-6=-\frac{2}{3}因此,S_{\triangleOAB}=\frac{1}{2}|OF|\cdot|y-y_{2}|=\frac{1}{2}\times1\times6+\frac{2}{3}=\frac{10}{3}.

