# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2]~[2520]）
# 格式：[样本ID] 推理过程

[371] 根据抛物线定义即可知点M到准线的距离.由抛物线定义知:抛物线上的点到焦点与点到准线的距离相等,所以点M到准线的距离为7,

[373] 结合双曲线的定义求得|PB|.依题意可知,双曲线a=6,b=8,c=\sqrt{36+64}=10所以A,B是双曲线的左、右焦点,根据双曲线的定义可知||PA|-|PB||=|16-|PB||=2a=12,所以|PB|=28或|PB|=4.由于c-a=10-6=4,所以|PB|\geqslant4.

[374] 抛物线y^{2}=4\sqrt{3}x的焦点坐标为(\sqrt{3},0)所以,双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{2}=1的右焦点坐标为(\sqrt{3},0),则a^{2}+2=3,得a^{2}=1因此,该双曲线的方程为x^{2}-\frac{y^{2}}{2}=1.

[375] 由题意知,F(c,0),A(a,0).\becauseA为线段OF的中点,\thereforec=2a,而b=\sqrt{c^{2-a^{2}}=\sqrt{4a^{2}-a^{2}}=\sqrt{3}a\therefore\frac{b}{a}=\sqrt{3},\thereforeC的渐近线方程为y=\pm\frac{b}{a}x=\pm\sqrt{3}x

[377] 三角形AFB中,由余弦定理可得.|AF|^{2}=|AB|+|BF|^{2}-2|AB|BF|\cos\angleABF代入得36=|BF|^{2}+100-2\times10\times|BF|\times\frac{4}{5},解得BF|=8,由此可得三角形ABF为直角三角形OF=5,即c=5.由椭圆为中心对称图形可知当右焦点为F_{2}时,AAFB\congABF_{2}A,2a=AF+AF_{2}=14,a=7,e=\frac{5}{7}【考点定位】本题考查椭圆定义,解三角形相关知识以及椭圆的几何性质

[378] (分析】根据椭圆方程求得其长轴的端点坐标和离心率,进而可得双曲线的顶点和离心率,求得双曲线的实半轴和虚半轴的长,进而可得双曲线的方程由题意设双曲线方程为\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1,离心率为e椭圆x_{2}+\frac{y^{2}}{2}=1长轴的端点是(0,\sqrt{2}),\thereforea=\sqrt{2}\because椭圆x^{2}+\frac{y^{2}}{2}=1的离心率为\frac{1}{\sqrt{2}},\therefore双曲线的离心率e=\sqrt{2}\Rightarrowc=2,\thereforeb=\sqrt{2},则双曲线的方程是y^{2}-x^{2}=2,

[379] 椭圆\frac{x^{2}}{16}+\frac{y^{2}}{12}=1中,a=4,b=2\sqrt{3},c=2若点P到两焦点F_{1},F_{2}的距离之和为|PF_{1}|+|PF_{2}|=8,且|PF_{1}|-|PF_{2}|=2,所以|PF_{1}|=5,|PF_{2}|=3,|PF_{1}|^{2}=|PF_{2}|^{2}+|F_{1}F_{2}|^{2},PF_{2}\botF_{1}F_{2},所以P点的横坐标为2则有\frac{2^{2}}{16}+\frac{y^{2}}{12}=1,所以y=3可得P点坐标为(2,3)

[380] 由双曲线方程知:a=2\sqrt{3},b=2\sqrt{6},所以渐近线方程为y=\pm\frac{a}{b}x=\pm\frac{\sqrt{2}}{2}x

[381] 双曲线一条渐近线方程为y=\sqrt{3}x设双曲线方程为:x^{2}-\frac{y^{2}}{3}=\lambda代入点(1,1)解得\lambda=\frac{2}{3},即x^{2}-\frac{y^{2}}{3}=\frac{2}{3}双曲线C的标准方程是:\frac{x^{2}}{2}-\frac{y^{2}}{2}=1

[383] \because两圆圆心F_{1}(-4,0),F_{2}(4,0)恰好是椭圆\frac{x^{2}}{25}+\frac{y^{2}}{9}=1\therefore|PF_{1}|+|PF_{2}|=10,两圆半径相等,都是1,即r=1,\therefore(|PM|+|PN|)\min=|PF_{1}|+|PF_{2}|-2r=10-2=8.(|PM|+|PN|)\max=|PF_{1}|+|PF_{2}|+2r=10+2=12

[385] 因为圆锥曲线x^{2}+my^{2}=1的焦点在x轴上,离心率为\frac{1}{2},所以曲线为椭圆,且a^{2}=1,b^{2}=\frac{1}{m}所以e^{2}=\frac{c^{2}}{a^{2}}=\frac{a^{2}-b^{2}}{a^{2}}=1-\frac{1}{m}=\frac{1}{4}解得m=\frac{4}{2}b女安为.4

[386] 两个曲线的离心率分别是e_{1}=\frac{\sqrt{a^{2}-b^{2}}}{a},e_{2}=\frac{\sqrt{a^{2}+b^{2}}}{a},乘积为\frac{\sqrt{a^{4}-b^{4}}}{a^{2}}=\frac{\sqrt{3}}{2}解得\frac{b^{4}}{a^{4}}=\frac{1}{4},\frac{b}{a}=\frac{\sqrt{2}}{2},所以双曲线的渐近线方程是y=\pm\frac{b}{a}x=\pm\frac{\sqrt{2}}{2}x

[389] 依题意,F_{1}(-c,0),F_{2}(c,0),MF_{1}:y=\frac{\sqrt{2}}{3+c}(x+c)即\sqrt{2}x-(3+c)y+\sqrt{2}c=0F_{2}到MF_{1}距离\frac{2\sqrt{2}c}{\sqrt{2+(3+c)^{2}}}=\frac{4\sqrt{6}}{9},\thereforec=2.又\frac{9}{a^{2}}-\frac{2}{b^{2}}=1,b^{2}=c^{2}-a2\cdota=\sqrt{3},\thereforee=\frac{2}{\sqrt{3}}=\frac{2\sqrt{3}}{3}.

[390] 抛物线的焦点坐标为F(0,\frac{p}{2}),准线方程为y=-\frac{p}{2},因为双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)截抛物线x^{2}=2py(p>0)的准线y=-\frac{p}{2}所得线段长为2c,所以点(c,-\frac{p}{2})在双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1上,则\frac{c^{2}}{a^{2}}-\frac{p^{2}}{4b^{2}}=1,因为|FA|=c,所以a^{2}+\frac{p^{2}}{4}=c^{2},即b^{2}=\frac{p^{2}}{4},将b^{2}=\frac{p^{2}}{4}代入\frac{c^{2}}{a^{2}}-\frac{p^{2}}{4b^{2}}=1,得\frac{c^{2}}{a^{2}}=2,即双曲线的离心率为\sqrt{2};即故填\sqrt{2}

[391] 由抛物线C:y^{2}=8x的焦点F(2,0),设直线AB方程为y=k(x-2),\begin{cases}y=k(x-\end{cases}-2)消去x整理可得ky^{2}-8y-16k=0,设A(x_{1},y_{1},B(x_{2},y_{2}),\thereforey_{1}+y_{2}=\frac{8}{k},y_{1}y_{2}=-16,\overrightarrow{MA}=(x_{1}+2,y_{1}--2),\overrightarrow{MB}=(x_{2}\therefore\overrightarrow{MA}\cdot\overrightarrow{MB}=(x_{1}+2)(x_{2}+2)+(y_{1}--2(y_{2}=x_{1}x_{2}+2(x_{1}+x_{2})+4+y_{1}y_{2}-2(y_{1}+y_{2})+4\frac{2+y_{2}^{2}+y_{2}-2(y_{1}+y)^{2}+8}{8_{2y}^{y_{2}}+y_{y}-2(y_{1}+y_{2}+8}整理可得k^{2}-4k+4=0解得k=2.

[392] 设M(x_{1},y_{1}),N(x_{2},y_{2}),中点(x,y),椭圆x^{2}+ny^{2}=1与直线y=1-x交于M,N两点,化简\begin{cases}x^{2}+ny^{2}=1\\y=1-x\end{cases}可得:(1+n)x^{2}-2nx-n-1=0,所以x_{1}+x_{2}=\frac{2n}{n+1},故x=\frac{n}{n+1},y=\frac{1}{n+1},因为过原点与线段MN中点所在直线的斜率为\frac{\sqrt{2}}{2},所以\frac{1}{n}=\frac{\sqrt{2}}{2},即n=\sqrt{2},

[393] 设双曲线方程为\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1,其渐近线方程为y=\pm\frac{b}{a}x因为其中一条为y=\frac{\sqrt{3}}{3}x'所以\frac{b}{a}=\frac{\sqrt{3}}{3},又点(2\sqrt{3},\sqrt{3})在双曲线上,代入双曲线方程得\frac{12}{a^{2}}-\frac{3}{b^{2}}=1联立解得a=\sqrt{3},b=1,即双曲线的方程为\frac{x^{2}}{3}-y^{2}=1

[395] 设点P(x,y),由\overrightarrow{PO}\cdot\overrightarrow{PA_{1}}=0可得出e^{2}x^{2}+ax+b^{2}=0,求出函数f(x)在区间(-a,0)上的零点为-\frac{ab^{2}}{c^{2}},化简得出_{0}<\frac{b^{2}}{c^{2}}<1,进而可解得e的取值范围.设点P(x,y),则y^{2}=b^{2}-\frac{b^{2}}{a2}x^{2},可知点A_{1}(-a,0),\overrightarrow{PO}=(-x,-y)\overrightarrow{PA_{1}}=(-a-x,-y),\overrightarrow{PO}\cdot\overrightarrow{PA_{1}}=-x(-a-x)+(-y)^{2}=x^{2}+y^{2}+ax=x^{2}+b^{2}-\frac{b^{2}}{a^{2}}x^{2}+ax=\frac{c^{2}}{a^{2}}x^{2}+ax+b^{2}=0^{\circ}设f(x)=e^{2x}^{2}+ax+b^{2},则函数f(x)在区间(-a,0)上存在零点\becausef(-a)=c^{2}-a^{2}+b^{2}=0,则-a为方程e^{2}x^{2}+ax+b^{2}=0的一根设函数f(x)在区间(-a,0)内的零点为x_{1},由韦达定理可得-ax_{1}=\frac{b^{2}}{e^{2}}=\frac{a2b^{2}}{c^{2}}ab所以,-a<-\frac{ab^{2}}{c^{2}}<0,即0<\frac{b^{2}}{c^{2}}<1,整理可得a^{2}-c^{2}=b^{2}<c2.\thereforea^{2}<2c^{2},即2e^{2}>1,\because0<e<1,解得\frac{\sqrt{2}}{2}<e<1.因此,椭圆的离心率e的取值范围是(\frac{\sqrt{2}}{2},1)

[397] 由椭圆定义得|BF_{2}|+|AF_{2}|=2a-|BF_{1}|+2a-|AF_{1}|=4a-|AB|=8-|AB|,由已知有|BF_{2}|+|AF_{2}|=8-|AB|,故当|AB|取最小值3时,|BF_{2}|+|AF_{2}|取得最大值为5,此时AB\botx轴,且点A(-c,\frac{3}{2}),将点A坐标代入椭圆方程,解得b=\sqrt{3}

[398] 椭圆方程可化为\frac{x2}{4}+\frac{y^{2}}{2}=1.\thereforea^{2}=4,b^{2}=2,从而c^{2}=2,c=\sqrt{2}因此,两焦点为(-\sqrt{2},0),(\sqrt{2},0),短轴的个端点为(0,\sqrt{2})\therefore构成的三角形的面积为\frac{1}{2}\times2\sqrt{2}\times\sqrt{2}=2.

[400] 设A(x_{1},y_{1}),B(x_{2},y_{2}),Q(x_{0},y_{0}),根据AQ与圆C相切,则AQ\botCA,即x_{1}^{2}-x_{0}x_{1}+y_{1}^{2}-y_{0}y_{1}=0,再由点A(x_{1},y_{1})在圆上,则x_{1}2+y_{1}=25,代入上式化简得到x_{0}x_{1}+y_{0}y_{1}=25,同理有x_{0}x_{2}+y_{0}y_{2}=25,得到过A,B的直线方程再结合直线AB过点M(-2,3)求解.如图所示:圆C:x^{2}+y^{2}=25的圆心C为(0,0),设A(x_{1},y_{1}),B(x_{2},y_{2}),Q(x_{0},y_{0}),因为AQ与圆C相切,所以AQ\botCA,所以(x_{1}-x_{0})(x_{1}-0)+(y_{1}-y_{0})(y_{1}-0)=0,即x_{1}^{2-x_{0}x_{1}+y_{1}-y_{0}y_{1}}=0,因为x_{1}^{2}+y_{1}2=25,所以x_{0}x_{1}+y_{0}y_{1}=25,同理x_{0}x_{2}+y_{0}y_{2}=25所以过点A,B的直线方程为x_{0}+yy_{0}=25.因为直线AB过点M(-2,3),所以得-2x_{0}+3y_{0}=25,所以点Q的轨迹方程为2x-3y+25=0.

[401] 设点A(x_{1},y_{1}),B(x_{2},y_{2}),线段AB的中点M(x_{0},y_{0}),由\begin{cases}x-y+m=0\\x^{2}-\frac{y^{2}}{2}=1\end{cases},得x^{2}-2mx-m^{2}-2=0(判别式\triangle>0)\becausex_{1}+x_{2}=2m,\thereforex_{0}=\frac{x_{1}+x_{2}}{2}=m,y_{0}=x_{0}+m=2m,\because点M(x_{0},y_{0})在圆x^{2}+y^{2}=5上,则m^{2}+(2m)^{2}=5,故m=\pm1

[402] 渐近线的方程为bx\pm4y=0,故F到渐近线的距离为\frac{|bc|}{\sqrt{b^{2}+4}}=b=4所以c=\sqrt{4+16}=2\sqrt{5},故F(-2\sqrt{5},0),F_{2}(2\sqrt{5},0)设双曲线的右焦点为F_{2},APFM的周长l=|FP|+|MF|+|MP|=6+|MF|+|MP|=10+|MF_{2}|+|MP|因为|MF_{2}|+|MP|\geqslant|PF_{2}|=6,当且仅当M,F_{2},P三点共线时等号成立,所以l的最小值为16.

[404] 设直线的方程为x=ty+a,则\begin{cases}y^{2}=8x\\x=ty+a\end{cases}\Rightarrowy2-8ty-8a=0,设M(x_{1},y_{1}),N(x_{2},y_{2}),F(2,0).则y_{1}+y_{2}=8t,y_{1}y_{2}=-8ax_{1}+x_{2}=t(y_{1}+y_{2})+2a=8t^{2}+2a,x_{1}x_{2}=\frac{(y_{1}y_{2})^{2}}{64}=a^{2}则由\overrightarrow{FM}\cdot\overrightarrow{FN}<0得(x_{1}-2,y)(x_{2}-2,y_{2})<0\Rightarrowx_{1}x_{2}-2(x_{1}+x_{2})+4+y_{1}y_{2}<0代入韦达定理有a^{2}-2(8t^{2}+2a)+4-8a<0\Rightarrowa^{2}-12a+4<16t^{2}恒成立.故a^{2}-12a+4<0\Rightarrow6-4\sqrt{2}<a<6+4\sqrt{2}

[405] 由题意知,双曲线的离心率e=\frac{\sqrt{m+1}}{\sqrt{m}}=2,解得m=\frac{1}{3}.

[406] 已知点的坐标代入抛物线方程求得p值后可得焦点坐标,从而可得直线斜率由题意(2\sqrt{2})^{2}=2p\times2,解得p=2,\therefore焦点为F(1,0)\thereforeMF=\frac{2\sqrt{2}-0}{2-1}=2\sqrt{2}

[407] 椭圆4x^{2}+y^{2}=1即y^{2}+\frac{x^{2}}{\frac{1}{4}}=1,a=1,b=\frac{1}{2},c=\sqrt{a^{2}-b^{2}}=\frac{\sqrt{3}}{2}所以椭圆的一个焦点为(0,\frac{\sqrt{3}}{2})由于抛物线的焦点为(0,\frac{\sqrt{3}}{2}),所以\frac{p}{2}=\frac{\sqrt{3}}{2}\Rightarrowp=\sqrt{3}所以抛物线的焦点到其准线的距离为\sqrt{3}

[409] 设双曲线的半实轴,半虚轴、半焦距为a,b,c,共焦点的椭圆与双曲线的离心率分别为e_{1},e_{2},若椭圆的短轴长为双曲线的虚轴长的2倍,则椭圆的半长轴、半距轴、半焦距为\sqrt{4b^{2}+c^{2}},2b,c\thereforee_{1}e_{2}=\frac{c}{\sqrt{4b^{2}+c^{2}}}\times-4(\frac{b}{c})^{4}+3(\frac{b}{c})^{2}+1=\frac{1}{\sqrt{25-[(b)^{2}-3}^{2}}}\frac{1}{2}\geqslant\frac{1}{4}=\frac{4}{5},即e_{1}e_{2}的最小值为\frac{4}{5},

[410] 由题意2p=4,p=2,所求距离为d=2+\frac{p}{2}=2+\frac{2}{2}=3,

[411] 由双曲线的渐近线方程设双曲线方程为x^{2}-\frac{y^{2}}{4}=\lambda(\lambda\neq0),由点(1,2\sqrt{2})在双曲线上,有1-\frac{(2\sqrt{2})}{4}=\lambda,所以\lambda=-1,故双曲线方程为\frac{y^{2}}{4}-x^{2}=1

[412] 将抛物线化为标准形式,根据焦点求出抛物线方程,再求出通径即可得出结果y=ax^{2}(a>0)\Rightarrowx^{2}=\frac{1}{a}y又因为抛物线的焦点为F(0,2),所以\frac{1}{4a}=2,解得a=\frac{1}{8}.所以x^{2}=8y,当y=2时,则x^{2}=16,解得x=\pm4,过F作直线l交抛物线于A,B两点,通径最短所以|AB|的最小值为8.

[414] 由勾股定理得|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2},结合椭圆定义可求得|PF_{1}||PF_{2}|,从而可得积.由已知得F_{1}(-3,0),F_{2}(3,0),a=4,c=3,\triangleF_{1}F_{2}P是以P为直角顶点的直角三角形,故|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2},即|PF_{1}|^{2}+|PF_{2}|^{2}=36.又|PF_{1}|+|PF_{2}|=2a=8,\therefore64=(|PF_{1}|+|PF_{2}|)^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}+2|PF_{1}||PF_{2}|=36+2|PF_{1}||PF_{2}|,解得|PF_{1}||PF_{2}|=14,\thereforeS_{\DeltaPF_{1}F_{2}}=\frac{1}{2}|PF_{1}||PF_{2}|=7.

[415] 由题可知:双曲线的右焦点,右顶点分别为(c,0),(a,0)椭圆的右顶点,右焦点分别为(\sqrt{6},0),(\sqrt{2},0)依据题意可知c=\sqrt{6},a=\sqrt{2}在双曲线中有b=\sqrt{c^{2}-a^{2}}=2

[417] 设M(x_{1},y_{1}),N(x_{2},y_{2}),分别代入双曲线方程,两式相减,化简可得(x_{1}-x_{2}(x_{1}+x_{2})=\frac{1}{2}(y_{1}+y_{2})(y_{1}-y_{2}),结合中点坐标公式求得直线MN的斜率,再利用点斜式即可求直线方程.过点P(1,1)的直线l与该双曲线交于M,N两点.设M(x_{1},y_{1}),N(x_{2},y_{2})\therefore\begin{cases}\frac{y_{1}}{2}-x_{1}=1\\\frac{y_{2}^{2}}{2}-x_{2}^{2}=1\end{cases}两式相减可得:(x_{1}-x_{2})(x_{1}+x_{2})=\frac{1}{2}(y_{1}+y_{2})(y_{1}-y_{2})因为P为MN的中点,\thereforex_{1}+x_{2}=2,y_{1}+y_{2}=2\therefore2(x_{1}-x_{2})=y_{1}-y_{2}则k_{MN}=\frac{y_{1}-y_{2}}{x_{1}}-x_{2}=2,所以直线l的方程为y-1=2(x-1),即为2x-y-1=0

[419] 依题意,当P在椭圆上或下顶点时,\angleF_{1}PF_{2}取得最大值60^{\circ},即\frac{c}{a}=\sin30^{\circ}=\frac{1}{2}

[420] 依题意可得,当PA,PB是圆C的切线时\angleAPB取得最大值,即A,B是圆C的切点,设\angleAPB=2\alphaP(x_{0},\frac{x_{0}2}{2})\because圆C:x^{2}+y^{2}-8x-2y+16=0\therefore圆心C(4,1),半径为1\therefore\sin\alpha=\frac{|CB|}{|PC|}=\frac{1}{|PC|}\because|PC|^{2}=(4-x_{0})^{2}+(1-\frac{x_{0}2}{2})=\frac{x_{0}4}{4}-8x_{0}+17\therefore令f(x)=\frac{x4}{4}-8x+17,则f(x)=x^{3}-8\therefore当x<2时,f'(x)<0,即函数f(x)在(-\infty,2)上为减函数;当x>2时,f'(x)>0,即函数f(x)在(2,+\infty)上为增函数\thereforef(x)_{\min}=f(2)=5,即|PC|_{\min}=\sqrt{5}(\sin\alpha)_{\max}=\frac{\sqrt{5}}{5},即此时\angleAPB最大.\therefore\cos\alpha=\frac{2\sqrt{5}}{5}=\frac{1}{\frac{2}{|AB|}},即|AB|=\frac{4\sqrt{5}}{5}

[421] 抛物线的准线为x=-1,\because点M到焦点的距离为11,\therefore点M到准线x=-1的距离为11,\therefore点M到y轴的距离为10,

[423] 设直线AB的方程为y=-\frac{1}{2}x+b,代入抛物线x^{2}=4y可得y^{2}-(2b+1)y+b^{2}=0,设A(x_{1},y_{1},B(x_{2},y_{2}),AB的中点为M(x_{0},y_{0})则y_{1}+y_{2}=2b+1,y_{1}y_{2}=b^{2},所以y_{0}=\frac{y_{1}+y_{2}}{2}=\frac{2b+1}{2}因为线段AB为直径的圆与抛物线的准线相切与点P,所以2(\frac{2b+1}{2}+1)=\sqrt{5}\sqrt{4b+1}解得b=1,即直线AB的方程为y=-\frac{1}{2}x+1,即x+2y-2=0所以点P的坐标为(-1,-1),所以点P到直线AB的距离为d=\frac{|-1-2-2|}{\sqrt{5}}=\sqrt{5}睛】本题主要考查了抛物线的标准方程及简单的几何性质,以及直线与抛物线位置关系的应用,其中设出直线,代入抛物线的方程,利用根与系数的关系和题设条件,列出方程求得b的值,得出直线的方程是解答的关键,若重考查了分析问题和解答问题的能力,属于中档试题

[424] 将已知直线(m+1)x-4m+y-6=0化为m(x-4)+x+y-6=0,当x=4时y=2,可确定直线过定点(4,2),记为M点.\because过点F做直线(m+1)x-4m+y-6=0的垂线,垂足为Q\thereforeFQ\bot直线(m+1)x-4m+y-6=0,即FQ\botMQ,\angleFQM=90^{\circ}故Q点的轨迹是以FM为直径的圆,半径r=\sqrt{2},其圆心为FM的中点,记为点H,\thereforeH(3,1)\becauseP在抛物线C:y^{2}=8x上,其准线为x=-2\therefore|PF|等于P到准线的距离.过P作准线的垂线,垂足为R.要使|PF|+|PQ|取到最小,即|PR|+|PQ|最小此时R、P、Q三点共线,且三点连线后直线RQ过圆心H.如图所示,此时(|PR|+|PQ|)=HR-r=5-\sqrt{2}

[425] 直线的参数方程为\begin{cases}x=1+\frac{\sqrt{2}}{2}t\\y=2+\frac{\sqrt{2}}{2}t\end{cases}代入抛物线整理得t^{2}+\sqrt{2}t-2=0\thereforet_{1}t_{2}=-2|MA|\cdot|MB|=|t_{1}|_{2}|=2

[427] a^{2}=2m,b^{2}=2,c^{2}=4=a^{2}+b^{2}=2m+2,解得m=1,所以双曲线方程为\frac{x^{2}}{2}-\frac{y^{2}}{2}=1,所以渐近线方程为y=\pmx

[428] 由已知有双曲线渐近线的方程为y=\pm\frac{x}{a}\because双曲线的一条渐近线与直线2x+y-3=0垂直\therefore\frac{1}{a}=\frac{1}{2},\thereforea=2,c=\sqrt{5}\therefore离心率e=\frac{c}{a}=\frac{\sqrt{5}}{2}

[430] P是椭圆上任意一点,设P(a\cos\theta,b\sin\theta),\theta\in[0,2\pi),由|PB_{1}|\leqslant|B_{1}B_{2}|,根据两点的距离公式,有\sqrt{(a\cos\theta)^{2}+(b\sin\theta-b)^{2}}\leqslant2b,整理得(a^{2}-b^{2})\sin^{2}\theta-2b^{2}\sin\theta+3b^{2}-a^{2}\geqslant0,即关于\sin\theta的二次函数在区间[-1,1]非负,讨论函数的对称轴,函数最小值大于等于0时满足题意,此时再由离心率公式即得.解】由题,设P(a\cos\theta,b\sin\theta),\theta\in[0,2\pi),由|PB_{1}|\leqslant|B_{1}B_{2}|,可得\sqrt{(a\cos\theta)^{2}+(b\sin\theta-b)^{2}}\leqslant2b,即(a\cos\theta)^{2}+(b\sin\theta-b)^{2}\leqslant4b^{2}整理得:(a^{2}-b^{2})\sin^{2}\theta-2b^{2}\sin\theta+3b^{2}-a^{2}\geqslant0,即为关于\sin\theta的二次函数在区间[-1,19又关于\sin\theta的二次函数开口朝上,则讨论对称轴是否在区间(-1,1)当0<\frac{b^{2}}{a2-b^{2}}<1时,对称轴在区间(-1,1)内,又\sin\theta=1时,有(a^{2}-b^{2})\sin^{2}\theta-2b^{2}\sin\theta+3b^{2}-a^{2}=0,故此二次函数最低点小于0当\frac{b^{2}}{a2-b^{2}}\geqslant1时,对称轴在区间(-1,1)外,此时二次函数最小值在端点取到由\sin\theta=1时,有(a^{2}-b^{2})\sin^{2}\theta-2b^{2}\sin\theta+3b^{2}-a^{2}=0\sin\theta=-1时,有(a^{2}-b^{2})\sin^{2}\theta-2b^{2}\sin\theta+3b^{2}-a^{2}=4b^{2}>0.此时(a^{2}-b^{2})\sin^{2}\theta-2b^{2}\sin\theta+3b^{2}-a^{2}\geqslant0恒成立,故\frac{b^{2}}{a^{2}-b^{2}}\geqslant1即\frac{a^{2}-c^{2}}{c^{2}}\geqslant1,故a^{2}\geqslant2c^{2},(\frac{c}{a})^{2}=\frac{c^{2}}{a^{2}}\leqslant\frac{1}{2},则e=\frac{c}{a}\leqslant\frac{\sqrt{2}}{2},即e\in(0,\frac{\sqrt{2}}{2}

[431] 利用椭圆方程求出a,b,然后求解c,即可得到焦点坐标椭圆\frac{x^{2}}{8}+\frac{y^{2}}{4}=1,可得a=2\sqrt{2},b=2,c=2,椭圆的右焦点坐标为:(2,0)

[432] 由条件,得F_{1}(-3,0),F_{2}(3,0).又\frac{\overrightarrow{PF}\cdot\overrightarrow{MF}}{|PF_{2}|}=\frac{\overrightarrow{F_{2}F}\cdot\overrightarrow{MF}}{|\overrightarrow{F_{2}F_{1}}|},由向量的坐标运算可得\frac{15+5x_{0}+y_{0}}{\sqrt{x_{0}^{2}+6x+9+y_{0}^{2}}}=5,即y_{0}=\frac{5}{12}x_{0}+\frac{15}{12},又P在双曲线上,所以把y_{0}=\frac{5}{12}x_{0}+\frac{15}{12}代入双曲线\frac{x^{2}}{4}-\frac{y^{2}}{5}=1,解得x_{0}=3或x_{0}=-\frac{63}{31}(舍去).所以(3,\frac{5}{2}),所以直线PF_{1}的方程为5x-12y+15=0,所以点M到直线PF的距离d=\frac{|5\times2-12+15|}{\sqrt{5^{2}+(-12)^{2}}}=1,易知点M到x轴,直线PF_{2}的距离均为1,所以点M是\trianglePF_{1}F_{2}的内心,所以S_{APMF_{1}}-S_{APMF_{2}}=\frac{1}{2}(|\overrightarrow{PF_{1}}|-|\overrightarrow{PF_{2}}|)\times1=\frac{1}{2}\times4\times1=2.故本题应填2

[434] 因为点M与F(0,-2)的距离比它到直线l:y-3=0的距离小1,所以点M与F(0,-2)的距离等于到直线y=2的距离,由抛物线的定义可知,\frac{p}{2}=2,即p=4,所以点M的轨迹方程抛物线x^{2}=-8y故应填x^{2}=-8y

[435] 作图,根据图中的几何关系,ON是\triangleF_{1}MF_{2}的中位线,则|ON|=\frac{1}{2}|MF_{2}|即可求解.依题意作上图,因为N是MF_{1}的中点,所以ON是\triangleF_{1}MF_{2}边MF_{2}的中位线即|ON|=\frac{1}{2}|MF_{2}|,由椭圆的标准方程可知,a^{2}=25,a=5,|MF|+|MF_{2}|=2a=10,|MF|=2,|MF_{2}|=8,ON=4.b答安为.4

[437] 当椭圆焦点在x轴上时,\begin{cases}a^{2}=12\\b^{2}=m\\\frac{c}{a}=\frac{1}{2}\end{cases},解得当椭圆焦点在y轴上时,\begin{cases}a^{2}=b^{2}+c^{2}\\b^{2}=12\\c=\frac{1}{2}\end{cases}解得m=16.

[438] 先根据双曲线方程求得a和b,进而可得渐近线方程和定点坐标,根据定点到渐近线的距离等于\frac{1}{5}.进而求得m.详解】根据双曲线方程可知a=\frac{1}{3},b=\frac{1}{m},所以渐近线y=\pm\frac{m}{3}x,取正\frac{m}{3}x-y=0,顶点(0,\frac{1}{3}),则距离=\frac{|0-\frac{1}{3}|}{\sqrt{(\frac{m}{3})^{2}+1}}=\frac{1}{5}解得m^{2}=16,\thereforem=4.

[439] 由题意可得F_{1}(-c,0),F_{2}(c,0),B_{1}(0,b),B_{2}(0,-b),C(\frac{c}{2},\frac{b}{2}),\overrightarrow{B_{1}F_{1}B_{1}F_{2}}=(-c,-b)\cdot(c,-b)=-c^{2}+b^{2}=2\textcircled{1},\overrightarrow{CF_{1}}\bot\overrightarrow{B_{1}F_{2}},可得\overrightarrow{CF_{1}}\cdot\overrightarrow{B_{1}F_{2}}=0,即有(-\frac{3c}{2},-\frac{b}{2})(c,-b)=-\frac{3}{2}c^{2}+\frac{b^{2}}{2}=0\textcircled{2},解得c=1,b=\sqrt{3},a=\sqrt{b^{2}+c^{2}}=2,可得椭圆的方\frac{x^{2}}{4}+\frac{y^{2}}{3}=1,

