# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 ([2]~[7756])
# 格式：[样本ID] 推理过程

[1661] 设点A(x,y),依题意得点A在以F(1,0)为焦点,以直线x=-1为准线的抛物线上.\thereforeA点的轨迹为y^{2}=4x.由题意可知:过点P(-1,0)且斜率为k的直线方程为y=k(x+1),由\begin{cases}y^{2}=4x\\y=kx+k\end{cases}消去x,得ky^{2}-4y+4k=0,当k=0时,显然不符合题意当k\neq0时,依题意得ky2-4y+4k=0中A=(-4)^{2}-4k\cdotk<0,化简得k^{2}-1>0,解得k<-1或k>1.因此k的取值范围为(-\infty,-1)\cup(1,+\infty).

[1662] 先设M(x,y),P(m,n),再利用中点坐标公式可得\begin{cases}m=2x-3\\n=2y\end{cases},再代入到n=2m^{2},消m,n即可得解.[详解]设M(x,y),P(m,n)因为P在抛物线y=2x^{2}上运动,则n=2m^{2},\textcircled{1}又点P与定点Q(3,0)的连线中点为M,则\begin{cases}2x=3+m\\2y=0+n\end{cases}即\begin{cases}m=2x-3\\n=2y\end{cases}\textcircled{2}将\textcircled{2}代入\textcircled{1}中消m,n得:2y=2(2x-3)^{2},整理得y=4x^{2}-12x+9即M的轨迹方程是v=4x^{2}-12x+9

[1663] 由y=2x^{2}可得x^{2}=\frac{1}{2}y,所以抛物线的准线方程为y=-\frac{1}{8},设焦点为F.把x=1代入y=2x^{2},得y=2<3,\therefore点A(1,3)在抛物线y=2x^{2}的内部由抛物线的定义可知,抛物线上的点P到焦点F的距离等于它到准线的距离\therefore|PA|+|PF|的最小值为点A(1,3)到准线的距离.此时点P为过点A(1,3)且与准线垂直的直线(x=1)与抛物线y=2x^{2}的交点,\therefore点P横坐标为1,代入y=2x^{2},得y=2.\therefore点P的坐标为(1,2)

[1664] \frac{b}{a}=\frac{2}{\sqrt{3}}\Rightarrow\frac{c}{a}=\frac{\sqrt{7}}{\sqrt{3}}=\frac{\sqrt{21}}{3}

[1666] 令双曲线的半焦距为c,则F_{2}(c,0),由双曲线对称性知,不妨令直线l的方程为:y=\frac{b}{a}x则过点F_{2}且与l平行的直线的方程为y=\frac{b}{a}(x-c)由\begin{cases}y=\frac{b}{a}(x-c)\\\frac{x^{2}}{a2}-\frac{y^{2}}{k^{2}}=1\end{cases}消去y并整理得:2cx-c^{2}=a^{2},解得点M的横坐标为x=\frac{a^{2}+c^{2}}{2c}于是得|MF_{2}|=\sqrt{1+(\frac{b}{a})^{2}}.|\frac{a2+c^{2}}{2c}-c|=\frac{c}{a}\cdot\frac{c2-a^{2}}{2c}=\frac{b^{2}}{2a},|MF_{1}|=2|MF_{2}|=\frac{b^{2}}{a}.由双曲线定义知:|MF_{1}|-|MF_{2}|=2a,因此有\frac{b^{2}}{2a}=2a^{,}即\frac{b}{a}=2,所以渐近线/的方程为:y=\pm2x.

[1668] 由题意可知,a^{2}=8\Rightarrowa=2\sqrt{2},b^{2}=4\Rightarrowb=2^{,}\thereforec=\sqrt{a^{2+b^{2}}=2\sqrt{3},\therefore离心率e=\frac{c}{a}=\frac{\sqrt{6}}{2},渐近线方程为y=\pm\frac{\sqrt{2}}{2}x

[1669] 由题意,得N(2,0)是抛物线y^{2}=8x的焦点,设M(x_{1},y_{1})(x_{1}\geqslant0)则|MN|=x+2\geqslant2,即|MN|的最小值是2

[1670] 由直线y=kx-1和双曲线x^{2}-y^{2}=1联立方程组,消y得(1-k^{2})x^{2}+2kx-2=01-k^{2}\neq0因为该方程有两个不等大于1的根,所以4>01<k<\sqrt{2}\frac{-k}{|-k^{2}}>(2+2k-2)(1-k^{2})>0

[1671] 由题意知,F(0,1),显然直线/的斜率存在设直线l的方程为y=kx+1,A(x_{1},y_{1}),B(x_{2},y_{2})由\begin{cases}x^{2}=4y,\\y=kx+\end{cases}得x^{2}-4kx-4=0,所以x_{1}x_{2}=-4,所以y_{1}y_{2}=\frac{x_{1}^{2}}{4}.\frac{x_{2}^{2}}{4}=1所以(|AF|+1)\cdot|BF|=(y_{1}+1+1)(y_{2}+1)=y_{1}y_{2}+y_{1}+2y_{2}+23\geqslant2\sqrt{y_{1}\cdot2_{3}}+3=2\sqrt{2}+3,当且仅当y_{1}=\sqrt{2},y_{2}==\frac{\sqrt{2}}{2}时,等号成立

[1672] 因为椭圆的焦点在x轴上,故可得5a>4a^{2}+1.解得a\in(\frac{1}{4},1).又e=\sqrt{1-\frac{4a2+1}{5a}}=\sqrt{1-\frac{1}{5}(4a+\frac{1}{a}}又对勾函数y=4a+\frac{1}{a}在区间(\frac{1}{4},\frac{1}{2})上单调递减,在区间(\frac{1}{2},1)上单调递增.又a=\frac{1}{4}时,y=5;a=\frac{1}{2}时,y=4;a=1时,y=5,故y=4a+\frac{1}{a}\in[4,5),则1-\frac{1}{5}(4a+\frac{1}{a})\in(0,\frac{1}{5}],则e\in[0,\frac{\sqrt{5}}{5}]

[1673] 双曲线\frac{x^{2}}{m}-y^{2}=1的焦距为4,可得m+1=4,所以m=3,由题设,双曲线的焦点在x轴上,故渐近线方程为:y=\pm\frac{b}{a}x所以双曲线的渐近线方程为:y=\pm\frac{\sqrt{3}}{3}x.

[1674] 由椭圆的定义即可求解由椭圆定义知PF_{1}+PF_{2}=10,又PF_{1}=6,\thereforePF_{2}=4

[1675] 因为|OF|=c,|OE|=a,OE\botEF,所以|EF|=b,因为\overrightarrow{OE}=\frac{1}{2}(\overrightarrow{OF}+\overrightarrow{OP}),所以E为PF的中点,|PF|=2b,又因为O为FF的中点,所以PF//EO,所以|PF|=2a,因为抛物线的方程为y^{2}=4cx,所以抛物线的焦点坐标为(c,0),即抛物线和双曲线的右焦点相同,过F点作X的垂线l,过P点作PD\botl,则l为抛物线的准线,所以PD=PF=2a,所以点P的横坐标为2a-c,设P(x,y),在RtAPDF中,PD^{2}+DF^{2}=PF^{2},即4a^{2}+y^{2}=4b^{2},4a^{2}+4c(2a-c)=4(c^{2}-b^{2})解得_{e}=\frac{1+\sqrt{5}}{2}

[1676] 由已知,m>5,所以a^{2}=m,b^{2}=5,所以\frac{c}{a}=\sqrt{1-(\frac{b}{a})^{2}}=\sqrt{1-\frac{5}{m}}=\frac{2}{3},解得m=9.

[1677] 设点F(-c,0)(c>0),因为该双曲线的离心率为\sqrt{2},所以\frac{c}{a}=\sqrt{2},\textcircled{1}又经过F和P(0,4)两点的直线平行于双曲线的一条渐近线,所以k_{FP}=\frac{4-0}{0-(-c)}=\frac{b}{a},\textcircled{2}联立\textcircled{1}\textcircled{2},解得b=2\sqrt{2}又a^{2}+b^{2}=c^{2},即a^{2}+8=c^{2}\textcircled{3},联立\textcircled{1}\textcircled{3},解得a^{2}=8,c^{2}=16,故双曲线的方程为\frac{x^{2}}{8}-\frac{y^{2}}{8}=1

[1678] 由题意可知,(k-4)(k+4)>0,解得k>4或k<-4.

[1679] 由已知得A(c,\frac{b^{2}}{a}),B(c,-\frac{b^{2}}{a}),C(\frac{p}{2},p),D(\frac{p}{2},-p),并且点A在抛物线上,点C在渐近线上,所以(\frac{b^{2}}{a})^{2}=2pc'p=\frac{b}{a}\times\frac{p}{2},所以b=2a,8a=\sqrt{5}p,所以\frac{|AB|}{|CD|}=\frac{2\frac{b^{2}}{2p}}{2p}=\frac{\sqrt{5}}{2},故得解与】本题老杳抛物与双曲线的位置关系,得交点的坐标关系,属于中档题

[1681] 由题意可得c=4,\frac{c}{a}=2\thereforea=2\thereforeb^{2}=12,双曲线方程为\frac{x^{2}}{4}-\frac{y^{2}}{12}=1

[1682] 由题意可得e=\frac{c}{a}=\sqrt{\frac{c^{2}}{a^{2}}}=\sqrt{\frac{a2+b^{2}}{a^{2}}}=\sqrt{1+(\frac{b}{a})^{2}}=\sqrt{5},可得\frac{b}{a}=2双曲线的渐近线方程为y=\pm2x=\pm\frac{b}{a}x,所以双曲线的焦点在x轴上因此,满足条件的双曲线的标准方程为x2-\frac{y^{2}}{4}=1(答案不唯一)

[1683] 设P(x,y),则利用倾斜角和两角差的正切可得\frac{1-\sin^{2}\angleF_{1}PF_{2}}{\sin^{2}\angleF_{1}PF_{2}}=(\frac{3}{4}y+\frac{3}{y}-2\sqrt{2})^{2}(y\neq0)利用基本不等式可求\sin\angleF_{2}PF_{1}的最大值.因为F_{1},F_{2}为双曲线\frac{x^{2}}{3}-y^{2}=1的左、右焦点,故F_{1}(-2,0),F_{2}(2,0)设P(x,y),则|\tan\angleF_{2}PF_{1}|=|\tan(\anglePF_{2}x-\anglePF_{1}x)|=整理得到|an\angleF_{2}PF_{1}|=|\frac{4y}{x^{2}+y^{2}-4}|=|\frac{4y}{y^{2}+(\sqrt{2}y-4)^{2}-4}|当y=0时,|\tan\angleF_{2}PF_{1}|=0,故\sin\angleF_{2}PF_{1}=0;当y\neq0时,此时\frac{3}{4}y+\frac{3}{y}-2\sqrt{2}\geqslant3-2\sqrt{2}或\frac{3}{4}y+\frac{3}{y}-2\sqrt{2}\frac{1-\sin^{2}\angleF_{1}PF_{2}}{F_{1}PF_{2}}=[\frac{y^{2}+(\sqrt{2}y-4)^{2}-4}{4y}|=(\frac{3}{4}y+\frac{3}{y}-2\sqrt{2})^{2}故(\frac{3}{4}y+\frac{3}{v}-2\sqrt{2})^{2}\geqslant17-12\sqrt{2},当且仅当y=2时等号成立故\frac{1-\sin^{2}\angleF_{1}PF_{2}}{\sin^{2}\angleF_{1}PF_{2}}\geqslant17-12\sqrt{2},解得\sin^{2}\angleF_{1}PF_{2}\leqslant\frac{3+2\sqrt{2}}{6}因为\sin\angleF_{1}PF_{2}>0,故_{\sin\angleF_{1}PF_{2}\leqslant\frac{2\sqrt{3}+\sqrt{6}}{6},当且仅当y=2时等号成立

[1684] 由题意可设抛物线方程为x^{2}=-2px(p>0),所以抛物线上的点P到F的距离等于\frac{p}{2}-(-2)=4,\thereforep=4,所以抛物线方程为x^{2}=-8y.

[1685] 抛物线y^{2}=16x的焦点F(4,0)设直线方程为x=my+4,与抛物线联立得y^{2}-16my-64=0,由韦达定理得:y_{1}+y_{2}=16m,y_{1}\cdoty_{2}=-64,x_{1}+x_{2}=16m^{2}+8,x_{1}\cdotx_{2}=16因为|AF|=|x_{1}+4|,|BF|=|x_{2}+4|\therefore\frac{1}{|AF|}+\frac{1}{|BF|}=\frac{1}{4}\therefore|AF|^{+}|BF|=4'\therefore|AF|+2|BF|=4(|AF|+2|BF|)(\frac{1}{|AF|}+\frac{1}{|BF|})=4(3+\frac{2|BF|}{|AF|}+\frac{|AF|}{|BF|}\geqslant12+8\sqrt{2}.当且仅当|AF|=\sqrt{2}|BF|时,等号成立.

[1687] \frac{x^{2}}{6}+\frac{y^{2}}{4}=1,\begin{cases}x=\sqrt{6}\sin\theta\\y=2\cos\theta\end{cases},所以x+2y=\sqrt{6}\sin\theta+4\cos\theta=\sqrt{22}\sin(\theta+\varphi)x+2y的最大值为\sqrt{22}.

[1688] 求出抛物线的焦点坐标,利用距离公式求解即可.抛物线y^{2}=2px(p>0)的焦点为F(\frac{p}{2},0),因为F到直线y=\sqrt{3}x的距离为\sqrt{3}所以\frac{|\sqrt{3}|}{\sqrt{3}+1}=\sqrt{3}解得p=4;数答客为:4.

[1689] 设|PF_{1}|=m,|PF_{2}|=n,则m+n=2a,依题意可知\frac{1}{2}(2a+2c)r=S_{\trianglePF_{1}F_{2}}=\frac{\sqrt{3}}{4}mn即mn=\frac{4(a+c)r}{\sqrt{3}}.在\trianglePF_{1}F_{2}中,由余弦定理可知m^{2}+n^{2}-mn=4c^{2},得(m+n)^{2}-4c=3mm,得m=\frac{4a-c^{2})}{x^{2}},b+\frac{\sqrt{3}(a-c)}{3}x^{\frac{3(a+c)}{3}=\frac{1}{3}\sin60^{\circ}=\frac{2a}{3\sqrt{3}}}=\frac{2c}{3},得e=\frac{c}{3}=\frac{3}{3}.因此\frac{\sqrt{3}(a-c}{3}}

[1690] 根据双曲线渐近线方程过点(1,a),将点代入渐近线方程即可求得a,即可求得离心[详解]双曲线的渐近线方程为y=\pm\frac{b}{a}x=\pm\frac{2}{a}x因为渐近线方程过点(1,a),即渐近线方程y=\frac{2}{a}x过(1,a)代入可求得a=\sqrt{2}或a=-\sqrt{2}(舍)则c=\sqrt{a^{2+b^{2}}=\sqrt{6}所以离心率e=\frac{c}{a}=\frac{\sqrt{6}}{\sqrt{2}}=\sqrt{3}

[1691] 设A(x_{1},y_{1}),B(x_{2},y_{2}),A,B的中点为P(x_{0},y_{0}),则由题意知k_{OP}=\frac{y_{0}}{x_{0}}=1^{,}\frac{y_{1}-y_{2}}{x_{1}}-x_{2}=-\frac{1}{3}由A,B是椭圆上不重合的两点,则\begin{cases}\frac{x_{1}2}{a^{2}}+\frac{y_{2}}{b^{2}}=1\\\frac{x_{2}}{a}^{2}+\frac{y_{2}}{b^{2}}=1\end{cases},两式相减可得\frac{y_{1}-y_{2}}{x_{1}}=-\frac{b^{2}}{a^{2}}\cdot\frac{x_{0}}{y_{0}},即a^{2}=3b^{2},再结合a^{2}=b^{2}+c^{2},即可求得椭圆C的方程.设A(x_{1},y_{1}),B(x_{2},y_{2}),A,B的中点为P(x_{0},y_{0}),则由题意知k_{OP}=\frac{y_{0}}{x_{0}}=1,\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=-\frac{1}{3}由A,B是椭圆上不重合的两点,则\begin{cases}.\\\end{cases}两式相减得\frac{(x_{1}+x_{2})(x_{1}-x_{2})}{a^{2}}+\frac{(y_{1}}{}整理可得\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=-\frac{b^{2}}{a^{2}}\cdot\frac{x_{0}}{y_{0}},即-\frac{1}{3}=又c=2,a^{2}=b^{2}+c^{2},解得:a^{2}=6,b^{2}=2所以椭圆C的方程为\frac{x^{2}}{6}+\frac{y^{2}}{2}=1

[1693] 设双曲线方程为\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1,因为双曲线离心率为2,所以b^{2}=3a^{2},故双曲线方程为\frac{y^{2}}{\lambda}-\frac{x^{2}}{3\lambda}=1(\lambda>0)中的任意一个,可取y^{2}-\frac{x^{2}}{3}=1.

[1694] 先求出抛物线y^{2}=8x的准线,从而可得c的值,进而可求出m的值抛物线y^{2}=8x的准线为直线x=-2,因为椭圆\frac{x^{2}}{m}+\frac{y^{2}}{3}=1的一个焦点在抛物线y^{2}=8x的准线上.所以可得c=2,所以m=a^{2}=b^{2}+c^{2}=3+2^{2}=7,

[1695] 由题意,双曲线的一条渐近线的方程为x-\sqrt{2}y=0,故可设双曲线的方程为:x^{2}-2y^{2}=\lambda代入点(1,\frac{\sqrt{6}}{2}),可得:\lambda=1-2\times\frac{3}{2}=-2\thereforey^{2}-\frac{x^{2}}{2}=1

[1698] 分析:利用抛物线y^{2}=2px(p>0)的准线方程为x=-\frac{p}{2},可得抛物线y^{2}=16x的准线\overrightarrow{程}详因为抛物线y^{2}=2px(p>0)的准线方程为x=-\frac{p}{2}所以抛物线y^{2}=16x的准线方程为x=-4,

[1700] 由题意设直线方程为:y=k(x+2)+1,代入抛物线方程整理可得k^{2}x^{2}+(4k^{2}+2k-4)x+4k^{2}+4k+1=0(*)直线与抛物线只有一个公共点等价于(*)只有一个根,\textcircled{1}k=0时,y=1符合题意;\textcircled{2}k\neq0时,\triangle=(4k^{2}+2k\cdot4)^{2}\cdot4k^{2}(4k^{2}+4k+1)=整理得2k^{2}+k\cdot1=0,解得k=\frac{1}{4}或k=-1.综上k\in[-1,0,\frac{1}{2})

[1701] \because曲线C的方程为x^{2}-y^{2}=1(x<0)\therefore曲线C为双曲线的左支,且其渐近线的方程为y=\pmx.\because直线l:y=k(x+\sqrt{2})与曲线C交于P,Q两点\therefore直线l的斜率k<-1或k>1\because直线l的斜率存在\therefore直线l的倾斜角的取值范围是(\frac{\pi}{4},\frac{\pi}{2})\cup(\frac{\pi}{2},\frac{3\pi}{4})

[1702] 抛物线焦点坐标F(3,0),准线方程:x=-3设A(x_{1},y_{1}),B(x_{2},y_{2}),C(x_{3},y_{3})\because\overrightarrow{FA}+\overrightarrow{FB}+\overrightarrow{FC}=\overrightarrow{0},\therefore点F是\triangleABC重心,\thereforex_{1}+x_{2}+x_{3}=9再由抛物线的定义可得|FA|=x_{1},|FB|=x_{2}-(-3)=x_{2}+3,|FC|=x_{3}-(-3)=x_{3}+3,\therefore|\overrightarrow{FA}|+|\overrightarrow{FB}|+|\overrightarrow{FC}|=x_{1}+3+x_{2}+3+x_{3}+3=18

[1703] 可设A为第一象限的点,|AF_{1}|=m,|AF_{2}|=n,由椭圆的定义可得m+n=2a,由双曲线的定义可得m-n=2a可得m=a+a,n=a-a,由\angleF_{1}AF_{2}=60^{\circ},可得m^{2}+n^{2}-2mn\cos60^{\circ}=(2c)^{2}即为(a+a)^{2}+(a-a)^{2}-2(a+a)(a-a)\times\frac{1}{2}=4c^{2}化为a^{2}+3a^{2}=4c^{2}则\frac{1}{e^{2}}+\frac{3}{e^{2}}=4.

[1704] 根据抛物线的对称性设Q(m,2\sqrt{m}),则_{k_{QF}}=\frac{2\sqrt{m}}{m-1},所以直线PF的方程为y=\frac{1-m}{2\sqrt{m}}(x-1),由y^{2}=4x,取y=2\sqrt{x},y=\frac{1}{\sqrt{x}},所以直线l的方程是y-2\sqrt{m}=\frac{1}{\sqrt{m}}(x-m),联立\begin{cases}y=\frac{1-m}{2\sqrt{m}}(x-1)\\y-2\sqrt{m}=\frac{1}{\sqrt{m}}(x-m)\end{cases},解得点P的横坐标x=-1,所以点P在抛物线的准线上运动,当点P的坐-1,0)时,|PF|最小,最小值是2.

[1707] 设M(x_{0},y_{0}),x_{0}<0,y_{0}>0,由抛物线定义知,p=6MF=|x_{0}|+\frac{p}{2}=7,解得x_{0}=-4,代入解得y_{0}=4\sqrt{3}为答安为.-4A,F_{3}

[1708] 如图所示:由题意可得:F(1,0),准线为直线x=-1,过A,B分别作AM,BN垂直准线于M,N,则有|BF|=|BN|,|AF|=|AM|,因为|BC|=2|BF|,所以|CF|=4,又\frac{2}{AM}=\frac{|BN|}{|CA|}=\frac{|BC|}{|CF|}=\frac{2}{|CF|}|BN|=\frac{4}{3},所以|BF|=\frac{4}{3},|BC|=\frac{8}{4+|AF},解得:|AF|=|AM|=4所以\frac{|BF|}{|AF|}=\frac{4}{4}=\frac{1}{3}.

[1711] 根据题意:a^{2}-b^{2}=3'e=\frac{c}{a}=\frac{\sqrt{3}}{a}=\frac{\sqrt{3}}{2},解得a=2,b=1,故椭圆方程为\frac{x^{2}}{4}+y^{2}=1

[1713] 根据抛物线的定义求得p,得到抛物线方程,进一步求得B,A的坐标,从而可得结果因为A(2,y_{1})到焦点的距离等于到准线x=-\frac{p}{2}的距离.\therefore|AF|=2+\frac{p}{2}=20,\thereforep=36,则抛物线的方程为y^{2}=72x,把x=\frac{1}{2}代入方程,得y=-6,或y=6(舍去),即B(\frac{1}{2},-6)把x=2代入方程,得y=12,y=-12(舍去),即A(2,12),则|y_{1}-y_{2}|=|12-(-6)|=18.

[1714] 根据题意,设焦距为2c,P为第二象限的点,由已知条件结合椭圆与双曲线的定义推出3a^{2}+m^{2}=4c^{2},运用离心率公式和基本不等式求出离心率之积的最小值,及取得最值的条件,可得\frac{n^{2}}{m^{2}}=\frac{1}{2},进而求得渐近线的方程.由椭圆与双曲线的对称性,可设P为第二象限的点,如图所示,根据题意,椭圆的长轴长为2a,双曲线的长轴长为2m,设焦距为2c由椭圆定义知,|PF_{1}|+|PF_{2}|=2a;由双曲线定义知,|PF_{2}|-|PF_{1}|=2m联立可知:|PF_{1}|=a-m,|PF_{2}|=a+m又\angleF_{1}PF_{2}=\frac{2}{3}\pi,由余弦定理可得:\cos\angleF_{1}PF_{2}=\frac{|PF_{1}|^{2}+|PF_{2}|^{2}-|F_{1}F_{2}|^{2}}{2|PF_{1}|\cdot|PF_{2}|}即-\frac{1}{2}=\frac{(a-m)^{2}+(a+m)^{2}-4c^{2}}{2(a-m)(a+m)},化简得:3a^{2}+m^{2}=4c^{2},即\frac{3a^{2}+m^{2}}{4}=c^{2}又椭圆的离心率e_{1}=\frac{c}{a},双曲线的离心率e_{2}=\frac{c}{m}则_{e_{1}e_{2}}=\frac{c}{a}\cdot\frac{c}{m}=\frac{c^{2}}{am}=\frac{3a^{2}+m^{2}}{4am}=\frac{3a}{4m}+\frac{m}{4a}\geqslant2\sqrt{\frac{3a}{4m}\cdot\frac{m}{4a}}=\frac{\sqrt{3}}{2}当且仅当\frac{3a}{4m}=\frac{m}{4a},即m=\sqrt{3}a时,等号成立,即两条曲线的离心率之积最小由3a^{2}+m^{2}=4c^{2},得m^{2}=2c^{2},又c^{2}=m^{2}+n^{2},可知n^{2}=c^{2},即\frac{n^{2}}{m^{2}}=\frac{1}{2}故双曲线的渐近线方程:y=\pm\frac{n}{m}x=\pm\frac{\sqrt{2}}{2}x

[1715] 首先我们应该知道方程ax^{2}+by^{2}=1表示双曲线的条件是ab<0,因此本题中有m<0,从而双曲线mx^{2}+y^{2}=1中a=1,b=\sqrt{-\frac{1}{m}},条件虚轴长是实轴长的2倍即为b=2a,因此可得m=-\frac{1}{4}

[1716] 分析:根据抛物线的焦点坐标,判断出抛物线的形式,设抛物线方程为x^{2}=-2py(p>0),的值,得出标准方程.详由抛物线的焦点坐标,设抛物线方程为x^{2}=-2py(p>0),由\frac{p}{2}=2,p=4,所以抛物线方程为x^{2}=-8y

[1718] 双曲线x^{2}-\frac{y^{2}}{4}=1,则a=1,b=2,c=\sqrt{a^{2}+b^{2}}=\sqrt{5},可得F(\sqrt{5},0),渐近线方程为y=\pm2x,设过点F且平行于双曲线的一条渐近线方程为y=2(x-\sqrt{5}),代入双曲线的方程,可得P_{P(\frac{3\sqrt{5}}{5}},-\frac{4\sqrt{5}}{5})'由直线OM:y=-\frac{1}{2}x和直线y=2(x-\sqrt{5}),可得

[1719] 不妨设双曲线的一条渐近线方程为y=\frac{b}{a}x'求出点P的坐标,由\overrightarrow{F_{2}P}=3\overrightarrow{F_{2}A}求出点A的坐标,将点A的坐标代入双曲线C的方程,可求得\frac{c^{2}}{a2}的值,进而解出\frac{b}{a}的值,即可得出双曲线C的渐近线方程.羊解】如图,不妨设双曲线的一条渐近线方程为y=\frac{b}{a}x'则F_{2}P所在直线的斜率为-\frac{a}{b},直线F_{2}P的方程为:y=-\frac{a}{b}(x-c)联立\begin{cases}y=\frac{b}{a}x\\y=-\frac{a}{b}(x-c\end{cases}解得P(\frac{a2}{c},\frac{ab}{c})设A(x_{0},y_{0}),由\overrightarrow{F_{2}P}=3\overline{F}\overrightarrow{a},\overrightarrow{A}得(\frac{a2}{c}-c,\frac{ab}{c})=3(x_{0}-c,y_{0}),所以\begin{cases}\frac{a2}{c}-c=3\\\frac{ab}{c}=3y\end{cases}=3(x_{0}即A(\frac{a^{2}+2c^{2}}{3c},\frac{ab}{3c}),代入\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1,得\frac{(a^{2}+2c^{2})^{2}}{9a^{2}c^{2}}-\frac{a^{2}b^{2}}{9b^{2}c2}=1整理得\frac{c^{2}}{a^{2}}=\frac{5}{4},则\frac{b^{2}}{a^{2}}=\frac{c^{2}}{a2}-1=\frac{1}{4},\therefore\frac{b}{a}=\frac{1}{2}因此,双曲线C的渐近线方程为y=\pm\frac{1}{2}x

[1721] A(-a,0),F(c,0),设P(x_{0},y_{0})\thereforek_{AP}=\frac{y_{0}}{x_{0}+a},k_{FP}=\frac{y_{0}}{x_{0}-c},\because\anglePFA=2\anglePAF,k_{AP}=\tan\anglePAF,k_{FP}=-\tan\anglePFA.\therefore\frac{y_{0}}{x_{0}}c=\frac{2\times\frac{y_{0}}{x_{0}+a}}{(\frac{y_{0}}{x_{0}+a})^{2}-1}=\frac{2y_{0}(x_{0}+a)}{y_{0}^{2}-(x_{0}+a)^{2}}\thereforey_{0}^{2}-x_{0}^{2}-2a_{x_{0}}^{a}a^{2}=2x_{0}^{2}+2ax_{0}-2cx_{0}-2ac即y_{0}^{2}-3x_{0}^{2}-(4a-2c)x_{0}-a^{2}+2ac=0又P(x_{0},y_{0})在双曲线上,\therefore\begin{cases}y=\frac{b^{2}}{2}x-b^{2},\\\frac{b^{2}-3-b^{2}}{b}=2a-c=0恒成立.\\b=-3=0\\2a-2c=0\end{cases}.c=2a,即e=2.

[1723] 由条件可得a^{2}=\frac{5}{k},b^{2}=5,则a^{2}-b^{2}=\frac{5}{k}-5=4,从而得出答案椭圆方程为x^{2}+ky^{2}=5化为标准形式得:\frac{x^{2}}{5}+\frac{y^{2}}{k}=1椭圆的一个焦点是(0,2),则焦点在y轴上且c=2所以a^{2}=\frac{5}{1},b^{2}=5,则a^{2}-b^{2}=\frac{5}{k}-5=4,解得k=\frac{5}{9}

[1724] 抛物线的标准方程为x^{2}=\frac{1}{4}y,准线方程为y=-\frac{1}{16},得到最小距离.

[1726] 设\trianglePF_{1}F_{2}的内切圆的半径为r,r_{2}\frac{\sqrt[4m+n]{-y+yF_{2}-4P_{2}r}}{|.2-b}.|-|-x-\frac{1}{x}

[1727] 解析过程略

[1728] 设M(x_{0},y_{0})(-2<x_{0}<2),则\frac{x_{0}^{2}}{4}+\frac{y_{0}^{2}}{3}=1,\textcircled{1}\overrightarrow{MP}=(t-x_{0},-y_{0}),\overrightarrow{MH}=(2-x_{0},-y_{0})由MP\botMH可得\overrightarrow{MP}\cdot\overrightarrow{MH}=0,即(t-x_{0})(2-x_{0})+y_{0}^{2}=0,\textcircled{2}由\textcircled{1}\textcircled{2}消去y_{0},整理得t(2-x_{0})=-\frac{1}{4}x_{0}^{2}+2x_{0}-3,因为x_{0}\neq2,所以t=\frac{1}{4}x_{0}-\frac{3}{2},因为-2<x_{0}<2,所以-2<t<-1所以实数的取值范围为(-2,-1)

[1729] 因为双曲线\frac{x^{2}}{25}-\frac{y^{2}}{144}=1左支上一点P到左焦点的距离为16,所以该点到右焦点的距离为16+10=26,且离心率为e=\frac{c}{a}=\frac{\sqrt{25+144}}{5}=\frac{13}{5},设点P到右准线的距离为d,则由双曲线的集二定义,得\frac{26}{d}=\frac{13}{5},解得d=10,即点P到右准线的距离为10

[1730] 由抛物线的定义可知|BF|=|BM|,F(\frac{p}{2},0),再由直角三角形的性质可知,点B为AF的中点利用中点坐标公式求出点B的坐标,代入抛物线方程求出p的值,根据S_{AAFM}=2S_{ABMF}即可算出结果.详解]如图所示:又\becauseAM\botMF,\therefore由直角三角形的性质可知,点B为AF的中点,\thereforeB(\frac{p}{4},1),把点B(\frac{p}{4},1)代入抛物线方程:y^{2}=2px(p>0)得,1=2p\times\frac{p}{4},解得p=\sqrt{2}\thereforeB(\frac{\sqrt{2}}{4},1),\thereforeS_{AAFM}=2S_{ABFM}=2\times\frac{1}{2}\times1\times(\frac{\sqrt{2}}{4}+\frac{\sqrt{2}}{2})=\frac{3\sqrt{2}}{4}

[1732] 设F_{1}(-c,0),F_{2}(c,0),则抛物线方程为y^{2}=4cx.直线PF_{1}的方程为y=x+c,y^{2}=4cxy=x+c|PF_{2}|=|F_{1}F_{2}|=2c,|PF_{1}|=2\sqrt{2}c,根据双曲线的定义得|PF_{1}|-|PF_{2}|=2a,2\sqrt{2}c-2c=2\Rightarrowc=\sqrt{2}+1所以抛物线的直线方程为x=-c=-(\sqrt{2}+1)

